Customer_ID,fldOrderNumber,fldQuoteNumber,fldOrderDescription,fldCustName,fldSiteAddress,fldCity,fldState,FldZip,fldSales,fldProjMngt,fldDesign,fldAcctCoor,fldContact,fldContactPhone,fldAftrHrsContact,fldAftrHrsPhone,fldLocAnch,fldBase,fldEagleRiver,fldValley,fldOutOfTown,fldStdTime,fldOvrTime,fldSubStdTime,fldSubOvrTime,fldSun,fldSat,fldMon_Fri,fldVillage,fldWarehouse,fldOnSite,fldNewUsed,fldPercentNewUsed,fldHotel,fldAirfare,fldRentCar,fldMisc,fldGovJob,fldGovCust,fldGovCont,fldGovWadge,fldPrevailWadge,fldIssueNum,fldOptOvertimeDelivery
0,,2nd floor final,Wells Fargo Bid 2nd floor,Wells Fargo,301 W Northern lights,Anchorage,AK,99503,3,Paul Moyers,Paul Moyers,Vickie Stalmarck,Tom Dawes,,Tom Dawes,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,58990,2nd floor prelim final,Wells Fargo Bid 2nd floor,Wells Fargo,301 W Northern lights,Anchorage,AK,99503,3,Paul Moyers,Paul Moyers,Vickie Stalmarck,Tom Dawes,,Tom Dawes,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,38477,38481,,ASTAC BARROW,,,,,3,Joe Schroeder,Paul Moyers,Pam Sebrey,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,35366,39170,St. Lawerance Island Gamball Clinic,NSHC,St. Lawerance Island,Gamball,Alaska,997620000,3,Paul Moyers,Paul Moyers,Pam Sebrey,Eric Dale,(206) 209-5113,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100.00%,$0.00,"$1,250.00",$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,53623,43624,,FS 9,,,,,5,Lonnie Hawkins,Lonnie Hawkins,Vickie Stalmarck,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,121212,44,,,,,,,3,Joe Schroeder,Paul Moyers,Vickie Stalmarck,tntcc,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,55555,444444,,VA,,,,,3,Paul Moyers,Paul Moyers,Tiffany Ghan,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,FBI,454545,,FBI,,,,,3,Paul Moyers,Paul Moyers,Vickie Stalmarck,Carol,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,563465223,46t`p178t,,sws,,,,,3,Joe Schroeder,Paul Moyers,Vickie Stalmarck,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,46472,47421,,Petro Marine,1813 East Ave,Anchorage,AK,99501,4,Lonnie Hawkins,Lonnie Hawkins,Vickie Stalmarck,Kurt,(907) 344-4571,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,47497,47518,APD Chief's office,MOA,4501 Elmore,Anchorage,AK,995070000,5,Tom Hawkins,Lonnie Hawkins,Vickie Stalmarck,Constance Endres,(907) 786-8595,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,47497,47518  final,APD Chief's office,MOA,4501 Elmore,Anchorage,AK,995070000,5,Tom Hawkins,Lonnie Hawkins,Vickie Stalmarck,Constance Endres,(907) 786-8595,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,47387,47534,AHI E Tower CathLab_Rev1.,AHI,3841 Piper Street,Achorage,AK,995080000,3,Paul Moyers,Paul Moyers,Pam Sebrey,Karen Marsh,(907) 264-5763,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,47387,47534 afterhours,AHI E Tower CathLab_Rev1.,AHI,3841 Piper Street,Achorage,AK,995080000,3,Paul Moyers,Paul Moyers,Pam Sebrey,Karen Marsh,(907) 264-5763,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,47676,47736,Airport Bacon Wages,FIA,6450 Airport Way,Fairbanks,AK,,5,Tom Hawkins,Lonnie Hawkins,Vickie Stalmarck,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,TRUE,TRUE,$54.62,0,FALSE
0,47523,47814,Fast Trac Recsption,ANMC,4315 Diplomacy,Anchorage,AK,995080000,3,Paul Moyers,Paul Moyers,Pam Sebrey,Lee Miller,(907) 729-1486,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,47496,47822,Reconfigure Palmer- Wasilla,MTA,PM Highway,Anchorage,AK,996540000,3,Paul Moyers,Melanie Browning,Pam Sebrey,Christina Powell,(907) 864-4144,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,47496,47822-Rev1-Opt Mgr office,Reconfigure Palmer- Wasilla,,PM Highway,Palmer,AK,99654,3,Paul Moyers,Melanie Browning,Morgan Royal,Christina Powell,(907) 964-4144,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,47496,47822-Rev1-Opt1,Reconfigure Palmer- Wasilla,MTA,PM Highway,Palmer,AK,99654,3,Paul Moyers,Melanie Browning,Morgan Royal,Christina Powell,(907) 964-4144,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,47496,47822-Rev1-Opt2,Reconfigure Palmer- Wasilla,MTA,PM Highway,Palmer,AK,99654,3,Paul Moyers,Melanie Browning,Morgan Royal,Christina Powell,(907) 964-4144,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,47496,47822-Rev1-SPVR,Reconfigure Palmer- Wasilla,MTA,PM Highway,Palmer,AK,99654,3,Paul Moyers,Melanie Browning,Morgan Royal,Christina Powell,(907) 964-4144,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,47496,47822-Rev1-SPVR T,,,,,,,3,Paul Moyers,Melanie Browning,Morgan Royal,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,48124,48173,Service High Library - Deliver and Assemble Furniture,ASD,5577 Abbott Road,Anchorage,AK,995070000,4,Lonnie Hawkins,Lonnie Hawkins,Morgan Royal,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,48252,48255,Audiology Clinic 2nd Floor Add-on Parts,ANMC,3801 University Lake Drive,Anchorage,AK,995080000,3,Joe Schroeder,Melanie Browning,Pam Sebrey,Derek VanWingerden,(907) 230-3858,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,48158,48356,reconfigure,PHS NICU,,,,,3,Paul Moyers,Melanie Browning,Pam Sebrey,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,48156,48417,delivery only,VA,,,,,3,Paul Moyers,,Pam Sebrey,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,48492,48522,RMConsultants - New Office Furniture Single Office Desk,RMConsultants,9101 Vanguard Drive,Anchorage,AK,995070000,4,Lonnie Hawkins,Lonnie Hawkins,Vickie Stalmarck,Len Story,(907) 522-1707,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,48559,48561,1st Floor Loan Servicing Reconfig,Northrim,"3111 ""C"" Street",Anchorage,AK,995030000,4,Lonnie Hawkins,Lonnie Hawkins,Vickie Stalmarck,Linda Uttech,(907) 261-4658,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,48710,48601,JBER 47th Fighter Squadron Office Reconfig,JBER,9443 Mundy Ave.,Elmendorf,AK,995060000,5,Paul Moyers,Melanie Browning,Vickie Stalmarck,MSgt Carlos Lagman,(907) 551-4742,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,48618,48622,Install of wall strips and shelves,AKMaritimePrevention,1400 W. Benson,Anchorage,AK,995030000,5,Tom Hawkins,,,Danelle Hawkins,(907) 754-9701,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,48554,48638,JBER 477th Maintenance Squadron Reserve,JBER,11540 Slammer Ave,JBER,AK,995060000,5,Paul Moyers,Melanie Browning,,MSgt George,(907) 551-6163,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,48620,48706,ANMC Orthopedics Bid,ANTHC,4315 Diplomacy Drive,Anchorage,AK,995080000,3,Paul Moyers,Paul Moyers,,Michelle Girard,(907) 729-3699,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,48620,48706 Rev1,ANMC Orthopedics Bid Revision 1,ANTHC,4315 Diplomacy Drive,Anchorage,AK,995080000,3,Paul Moyers,Paul Moyers,Pam Sebrey,Michelle Girard,(907) 729-3699,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,48786,48936,Alaska Tags and Titles Northernlights Offices New Furniture Install,ALASKATAGS,1008 W. Northern Lights Blvd Suite #5,Anchorage,AK,995030000,3,,Melanie Browning,,Krista Gonder,(907) 373-3681,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,48786,48936 Rev1 49442,Alaska Tags and Titles Northernlights Offices New Furniture Install,ALASKATAGS,1008 W. Northern Lights Blvd Suite #5,Anchorage,AK,,3,Paul Moyers,Melanie Browning,Pam Sebrey,Krista Gonder,(907) 373-3681,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,48870,48947,Reconfiguration of 4 stations to 6 Stations using only existing Parts,VA Muldoon,1201 North Muldoon Road,Anchorage,AK,995040000,3,,Melanie Browning,,Rich Vaughan,(907) 257-3792,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,99.00%,$0.00,$0.00,$0.00,$0.00,TRUE,TRUE,FALSE,FALSE,$0.00,0,FALSE
0,48952,48953,VA Muldoon Clinic 2D122 AO2 station Reconfigure,VAREGOFFICE,1201 North Muldoon Road,Anchorage,AK,995040000,3,,,,Rich Vaughan,(907) 257-3792,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,50.00%,$0.00,$0.00,$0.00,$0.00,TRUE,TRUE,FALSE,FALSE,$0.00,0,FALSE
0,48786,48963 Rev2 49442,,AK TAGS,,,,,3,Paul Moyers,Melanie Browning,Pam Sebrey,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,49058,49303,Surface replacement,ANTHC,,Anchorage,AK,,3,Paul Moyers,Melanie Browning,Morgan Royal,Chad,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,40430,49321,Admin Finance - Central Office,North Slope Borough,1795 Ahkovak Street,Barrow,AK,99723,4,Lonnie Hawkins,Lonnie Hawkins,Vickie Stalmarck,Robin Smith,(907) 852-0248,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100.00%,$0.00,$560.00,$180.00,"$1,701.00",FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,48620,49326,MF Orthopedics 16 Q 89363,ANMC,4315 Diplomacy,Anchorage,AK,99508,3,Paul Moyers,Paul Moyers,Pam Sebrey,Michelle Girard,(907) 729-3699,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,48620,49328,MF Orthopedics 16 Q 89363,ANMC,4315 Diplomacy,Anchorage,AK,99508,3,Paul Moyers,Paul Moyers,Pam Sebrey,Michelle Girard,(907) 729-3699,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,49273,49393,Move 5 Stations,VA Health Clinic,1201 Muldoon,Anchorage,AK,99504,3,Paul Moyers,Melanie Browning,Pam Sebrey,Rich Vaughn,(907) 257-3792,Rich Vaughn,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,40430,49402,NSB Risk Man,NSB,1795 Ahkovak,Barrow,AK,99723,4,Lonnie Hawkins,Lonnie Hawkins,Vickie Stalmarck,Robin Smith,(907) 852-0248,Robin Smith,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,100.00%,$273.00,$606.00,$292.00,"$1,592.25",FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,49387,49439,Alaska add on,Alaska tags,Abbott Loop,Anchorage,,,5,Tom Hawkins,Melanie Browning,Pam Sebrey,Krista,(907) 373-3681,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,49877,50017,Wasilla Brreak Room,AK Heart,3841 Piper Street,Anchorage,AK,99508,3,Paul Moyers,Paul Moyers,Pam Sebrey,Penny McRae,(907) 761-5478,Penny McRae,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,49878,50019,Wasilla Brreak Room,AK Heart,2490 S Woodworth Loop Suite 250,Palmer,AK,99645,3,Paul Moyers,Paul Moyers,Pam Sebrey,Penny McRae,(907) 761-5478,Penny McRae,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,49880,50040,Wasilla Nuclear testing AO2,AK Heart,2490 S Woodworth Suite 250,Palmer,AK,99645,3,Paul Moyers,Paul Moyers,Pam Sebrey,Penny McRae,(909) 761-5470,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
0,,50042,Wasilla Nuclear testing AO2,AK Heart,2490 S Woodworth Suite 250,Palmer,AK,99645,3,Paul Moyers,Paul Moyers,Pam Sebrey,Penny McRae,(909) 761-5470,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.00%,$0.00,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,$0.00,0,FALSE
